ip:port,protocol,country,anonymity
89.36.114.38:80,http,United Kingdom,anonymous
45.154.15.116:80,http,United Kingdom,anonymous
51.75.206.209:80,http,United Kingdom,elite
149.102.130.120:80,http,United Kingdom,elite
